"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Negative Regulation Of Multicellular Organismal Process (GO:0051241)","22/231",9.07778850947269e-05,0.00331336783215411,0,0,2.67675204052913,24.9127851532112,"PTGER4;SRGN;BMPR2;PLCL1;WWC2;NPR3;MCC;SMAD6;TBX5;AGER;ELAPOR2;SLC6A4;BMP2;RAB11FIP1;RGCC;IL1B;ALDH1A1;SOSTDC1;IL17D;ZNF423;TLR4;IL18R1"
"Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)","11/72",9.08986825816785e-05,0.00331336783215411,0,0,4.55428842955571,42.3811380950907,"ACVRL1;TGFBR3;GDF10;CDH5;CLDN5;SMAD9;FOS;LRRC32;SMAD6;FERMT2;TGFBR2"
"Negative Regulation Of Cell Adhesion (GO:0007162)","11/72",9.08986825816785e-05,0.00331336783215411,0,0,4.55428842955571,42.3811380950907,"ACVRL1;SEMA5A;SEMA6A;ANGPT1;DUSP1;PODXL;FZD4;FBLN1;CORO2B;CX3CL1;JAM3"
"Granulocyte Chemotaxis (GO:0071621)","11/73",0.000103357131718751,0.00372210200852226,0,0,4.48059841047218,41.1198866083946,"CCL14;EDN1;CCL23;PLA2G1B;CXCR2;CCL2;S100A12;PPBP;CXCL3;CXCL2;CX3CL1"
"Negative Regulation Of Signal Transduction (GO:0009968)","24/267",0.000110023465745245,0.00391500165610162,0,0,2.51375235825638,22.9123924522262,"KANK2;CX3CR1;NDRG4;PID1;SEMA6A;BDNF;HHIP;TNFAIP3;ARRB1;GATA2;FGF2;CX3CL1;NKD1;ENTREP1;BMP2;WIF1;IL1B;MMRN2;GPC3;SOSTDC1;PPARG;AGTR2;CARD16;SNCA"
"Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)","25/284",0.000111360397492521,0.00391595562476641,0,0,2.4579565183592,22.3741361485883,"SHC3;NEDD9;ADRB2;FGF2;ART4;SOCS2;GHR;FLRT3;PDK4;ALKAL2;KL;NTRK2;ANGPT1;BDNF;CAV2;TIE1;VEGFD;SORBS1;FGR;NR4A3;DOK6;ROR1;TEK;FGFR4;ANGPTL1"
"Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049)","7/30",0.000114360027856024,0.00397467585187973,0,0,7.66134822497008,69.5356142375956,"STARD13;MMRN2;RHOJ;GATA2;KLF4;FGF2;JCAD"
"Negative Regulation Of Cell-Cell Adhesion (GO:0022408)","8/40",0.000119825196110172,0.004116753001992,0,0,6.29855643044619,56.8726677531025,"BMP2;RGCC;PODXL;NOTCH4;MYADM;ADTRP;KLF4;PPM1F"
"Regulation Of Integrin Activation (GO:0033623)","5/14",0.000125065322403898,0.00424795737119604,0,0,13.958605664488,125.441443876652,"PTGER4;SELP;RASIP1;FERMT2;JAM3"
"Regulation Of Endothelial Cell Differentiation (GO:0045601)","4/8",0.000134803121209647,0.00451082771584001,0,0,25.0992167101828,223.676569214927,"TMEM100;ZEB1;NOTCH4;ATOH8"
"Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)","18/174",0.000137510175253097,0.00451082771584001,0,0,2.92665711947627,26.0232867730412,"EGR1;EDN1;HBB;SORBS1;TENT5B;KLF4;FGF2;KLF2;IL6;ZEB2;RGCC;IL1B;AGTR2;CD36;FGFR4;TLR4;LDLR;SNCA"
"Response To Lipopolysaccharide (GO:0032496)","17/159",0.000139937084935996,0.00451082771584001,0,0,3.03477171127696,26.9315280994293,"CX3CR1;TNFAIP3;PPBP;SMAD6;CXCL3;SELE;CXCL2;SELP;ZFP36;IL6;SLPI;IL1B;CCL2;CARD16;NOS1;TLR4;SNCA"
"Blood Vessel Endothelial Cell Migration (GO:0043534)","6/22",0.000140350276872907,0.00451082771584001,0,0,9.4309554973822,83.6654889034081,"CDH5;NR4A1;EGR3;EMP2;SLIT2;FGF2"
"Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)","6/22",0.000140350276872907,0.00451082771584001,0,0,9.4309554973822,83.6654889034081,"PPARG;ADTRP;CD36;LDLR;TLR4;CES1"
"Negative Regulation Of Chemotaxis (GO:0050922)","7/31",0.000142844236063135,0.00454214278290119,0,0,7.34174311926605,65.0020005751063,"ROBO2;SEMA5A;SEMA6A;SEMA6D;SEMA3B;SEMA3G;SLIT2"
"Regulation Of Cold-Induced Thermogenesis (GO:0120161)","16/146",0.000163440817797906,0.00514236425682043,0,0,3.11773107529076,27.1836830741081,"EPAS1;CAV1;PLCL1;NPR3;ADRB1;ADRB2;CNKSR2;FABP4;ACADL;ALDH1A1;LEPR;CD36;ZNF423;TLR4;PPARGC1B;IL18R1"
"Actomyosin Structure Organization (GO:0031032)","11/77",0.0001688158677289,0.0052561523816842,0,0,4.20816864295125,36.5551068706407,"TMOD1;FRMD3;EPB41L2;EPB41L3;ARRB1;PGM5;PHACTR1;MYH11;SORBS1;MYL9;MYH10"
"Branching Morphogenesis Of An Epithelial Tube (GO:0048754)","8/42",0.00017182383160973,0.00529465394516992,0,0,5.92743554114559,51.3851807877853,"NOTCH4;TIE1;TCF21;SLIT2;NPNT;FGF2;RASIP1;TGFBR2"
"Vasodilation (GO:0042311)","5/15",0.000181667098799244,0.00554084651337695,0,0,12.562091503268,108.20149831377,"ADRB1;ADRB2;AGTR2;NOS1;KLF2"
"Artery Development (GO:0060840)","6/23",0.000183736171460181,0.00554734764135839,0,0,8.87573144441022,76.3491278024551,"ACVRL1;ROBO2;BMPR2;GJA5;PDE2A;TGFBR2"
"Regulation Of Epithelial Cell Proliferation (GO:0050678)","12/91",0.000188637091698583,0.00556203769346677,0,0,3.83774757022144,32.9113163383551,"CDKN1C;TGFBR3;NR4A1;ZFP36;CDKN2B;NR4A3;KRT4;ANGPT1;HYAL1;TIE1;C5AR1;MCC"
"Negative Regulation Of Cell Migration (GO:0030336)","17/163",0.000189313743891361,0.00556203769346677,0,0,2.95100875038658,25.296356565079,"ACVRL1;NDRG4;LIMCH1;NEDD9;ADARB1;MCC;TBX5;FGF2;CX3CL1;CLDN5;DACH1;MMRN2;ADTRP;SLIT2;PHLDB2;RECK;SCAI"
"Negative Regulation Of Protein Modification Process (GO:0031400)","11/78",0.000189805234102914,0.00556203769346677,0,0,4.14514384598745,35.5218603246587,"PPP1R16B;PPP1R15A;PID1;LRRK2;FXYD1;MYADM;FBLN1;SLIT2;TPPP;PLPP3;SH3GL2"
"Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)","8/43",0.000204052688812507,0.00580869987486269,0,0,5.75778027746532,48.9246208812104,"RRAS;MYOC;EMP2;CD36;TEK;CX3CL1;PPM1F;FERMT2"
"Positive Regulation Of miRNA Transcription (GO:1902895)","8/43",0.000204052688812507,0.00580869987486269,0,0,5.75778027746532,48.9246208812104,"EGR1;ATOH8;PPARG;FOS;GATA2;KLF4;ETS1;FGF2"
"Positive Regulation Of Stress Fiber Assembly (GO:0051496)","8/43",0.000204052688812507,0.00580869987486269,0,0,5.75778027746532,48.9246208812104,"RGCC;ARHGEF15;MYOC;LIMCH1;GPR65;CCN2;PPM1F;FERMT2"
"Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537)","7/33",0.000217027929274686,0.00611977811888714,0,0,6.77628793225124,57.1612718632128,"STARD13;RGCC;MMRN2;PPARG;AGTR2;KLF4;FGF2"
"Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344)","9/55",0.000230103533733951,0.00642784544234374,0,0,4.93218305433354,41.3168047391494,"KL;NR4A1;ZFP36;EGR3;HYAL1;FLRT3;NDNF;FGFR4;FGF2"
"Negative Regulation Of Cell Junction Assembly (GO:1901889)","6/24",0.000237053650286174,0.00650048954775572,0,0,8.38219895287958,69.9680928584355,"ACVRL1;ROBO2;IL1B;FAM107A;ARHGAP6;PHLDB2"
"Outflow Tract Septum Morphogenesis (GO:0003148)","6/24",0.000237053650286174,0.00650048954775572,0,0,8.38219895287958,69.9680928584355,"ROBO2;BMPR2;GATA6;SMAD6;TBX2;TGFBR2"
"Positive Regulation Of Phosphorylation (GO:0042327)","21/231",0.000248041818808378,0.0067399726947113,0,0,2.53938584779706,21.0817608942586,"NTRK2;ANGPT1;LIMCH1;LRRK2;TIE1;ITLN1;VEGFD;ARRB1;FPR2;FGF2;AGER;MARCO;BMP2;IL1B;P2RY1;LEPR;PECAM1;ROR1;ADTRP;TEK;FGFR4"
"Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903587)","5/16",0.0002558970121984,0.00686019943427784,0,0,11.4194890077243,94.447573019874,"PPP1R16B;MMRN2;GATA2;FGF2;JCAD"
"Cellular Response To Hormone Stimulus (GO:0032870)","12/94",0.000257056653275048,0.00686019943427784,0,0,3.69676298346097,30.5582341378169,"ROBO2;GHR;SOCS2;RAMP2;RAMP3;NR4A3;CAV1;LMO2;KLF9;ATP1A2;ADTRP;SLIT2"
"Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)","16/152",0.000260432687907326,0.00688879030225661,0,0,2.97924793259479,24.5882281179788,"CX3CR1;PRKCH;PLA2G1B;CAV1;RTKN2;NLRC4;AGER;CX3CL1;IL6;IL1B;S100A12;ROR1;CARD16;CD36;TLR4;IL18R1"
"Central Nervous System Development (GO:0007417)","24/283",0.00026549005079376,0.00696096282300482,0,0,2.35647520366019,19.4030593942566,"ROBO2;CCL14;CX3CR1;SH3GL3;NDRG4;RTN1;SHC3;MYRF;CNTN6;ZBTB16;EML1;ECRG4;SHROOM4;TGFBR2;MEIS1;NFASC;MAL;AGTR2;TPPP;NES;SPTBN1;ADGRL2;SH3GL2;ADGRL3"
"Extracellular Structure Organization (GO:0043062)","13/109",0.00028634515514937,0.00744248407601274,0,0,3.42280383091149,27.9243037531711,"ECM2;COL13A1;NDNF;NPNT;ADAMTS15;ADAMTS1;ADAMTSL4;SPOCK2;COL4A3;MMP19;SLC39A8;ADAMTS8;RECK"
"External Encapsulating Structure Organization (GO:0045229)","13/110",0.000313506988399426,0.00807821024418865,0,0,3.38734015171118,27.3280065648225,"ECM2;COL13A1;NDNF;NPNT;ADAMTS15;ADAMTS1;ADAMTSL4;SPOCK2;COL4A3;MMP19;SLC39A8;ADAMTS8;RECK"
"Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)","11/83",0.000330981020774957,0.00845557496663543,0,0,3.85628019323672,30.9021066761254,"BMP2;IL6;TNXB;RGCC;GLIPR2;IL1B;PDPN;TBX5;PHLDB2;FERMT2;TGFBR2"
"Cytoskeleton Organization (GO:0007010)","13/111",0.000342834434698128,0.00861119433035886,0,0,3.35260022106597,26.7479260461024,"SEMA6A;KRT4;TNFAIP3;ARAP3;NEDD9;SYNE3;FGD5;DES;DPYSL2;EPB41L3;PLCE1;CCL2;WASF3"
"Negative Regulation Of Inflammatory Response (GO:0050728)","13/111",0.000342834434698128,0.00861119433035886,0,0,3.35260022106597,26.7479260461024,"PTGER4;IL33;PTGIS;TNFAIP3;RORA;FPR2;KLF4;FGR;CDH5;ALOX5;SLC39A8;PPARG;TEK"
"Regulation Of MAPK Cascade (GO:0043408)","19/204",0.000355005057520501,0.00884258430773981,0,0,2.60449130888545,20.6884603238763,"NTRK2;MYOC;DUSP1;CAV2;CAV1;ADRB2;PRDM11;FGF2;CX3CL1;ART4;TGFBR3;BMP2;IL6;RRAS;IL1B;DOK6;PLCE1;TEK;JCAD"
"Regulation Of Interleukin-1 Beta Production (GO:0032651)","11/84",0.00036784402289537,0.00908665937548976,0,0,3.80325590629343,30.0755831534618,"CX3CR1;EGR1;IL6;TNFAIP3;TLR8;MNDA;CD36;CARD16;NLRC4;TLR4;CX3CL1"
"Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)","10/71",0.000372202829417647,0.00911896932073235,0,0,4.13481449525453,32.6487913564959,"BMPER;MMRN2;CRIM1;SOSTDC1;PPARG;AGTR2;SLIT2;SMAD6;CHRDL1;FGF2"
"Blood Vessel Diameter Maintenance (GO:0097746)","7/36",0.000383588452374742,0.00925156428193994,0,0,6.07434356216387,47.7804239353,"EDN1;EDNRB;NPR1;AGTR1;NOS1;AGTR2;KLF2"
"Regulation Of Wound Healing (GO:0061041)","8/47",0.000386384333251222,0.00925156428193994,0,0,5.16616192206743,40.5992030510187,"DUOX1;MMRN1;ALOX5;CAV1;PRKCE;TNFAIP3;FGF2;HBEGF"
"Regulation Of Anatomical Structure Morphogenesis (GO:0022603)","14/127",0.000386900480174805,0.00925156428193994,0,0,3.13290724352671,24.6163269724356,"PID1;LRRK2;TNFAIP3;EMP2;TSPAN12;ETS1;FGF2;IL6;BMPER;ADGRB3;HECW2;PHLDB2;SHANK3;FERMT2"
"Cellular Response To Chemokine (GO:1990869)","9/59",0.00039652088200282,0.00940635647862246,0,0,4.53666228646518,35.5346860280874,"CCL14;CCL23;CXCL12;DUSP1;CCL2;PPBP;CXCL3;CXCL2;CX3CL1"
"Cytokine-Mediated Signaling Pathway (GO:0019221)","22/257",0.000414116953726055,0.00974642184793053,0,0,2.37734668335419,18.5180142183318,"CCL14;EGR1;IL33;CCL23;CSF3;CSF3R;LIFR;PPBP;CXCL3;CXCL2;CX3CL1;GHR;DUOX1;IL1RL1;IL6;CXCL12;IL1B;CXCR2;LEPR;CCL2;IL7R;IL18R1"
"Positive Regulation Of Phagocytosis (GO:0050766)","9/60",0.000450805923957382,0.0105270227086611,0,0,4.44747623096545,34.2654633633044,"FCN1;FCN3;IL1B;SFTPD;CCL2;FPR2;CFP;GATA2;SIRPB1"
"Positive Regulation Of Cellular Process (GO:0048522)","40/594",0.000461804522501076,0.0106605190553355,0,0,1.84718856634192,14.187089558053,"CCL14;CSF3;VIPR1;TNXB;MYRF;PLA2G1B;RTKN2;HBB;NEDD9;FGF2;CX3CL1;DUOX1;ZFP36;GRK5;HYAL1;SPOCK2;CXCR2;TPPP;CCN2;NTRK2;EDN1;CAVIN1;CAV1;EMP2;VEGFD;LIFR;HBA1;TBX3;TGFBR2;CLDN5;BMP2;IL6;MEIS1;CXCL12;TAL1;IL1B;FGFR4;IL7R;TLR4;HBEGF"
"Endothelial Cell Proliferation (GO:0001935)","5/18",0.000470789065006454,0.0106605190553355,0,0,9.66163901458019,74.0187866086965,"SEMA5A;BMPR2;BMPER;PROK2;TEK"
"Ureteric Bud Development (GO:0001657)","5/18",0.000470789065006454,0.0106605190553355,0,0,9.66163901458019,74.0187866086965,"ROBO2;GPC3;TCF21;SLIT2;NPNT"
"Nitric Oxide Mediated Signal Transduction (GO:0007263)","5/18",0.000470789065006454,0.0106605190553355,0,0,9.66163901458019,74.0187866086965,"FPR1;NDNF;AGTR2;CD36;NOS1"
"Positive Regulation Of Gene Expression (GO:0010628)","34/480",0.000499861258482043,0.0111498877860974,0,0,1.94560343146812,14.7888818544029,"PTGER4;RAMP2;PID1;BMPR2;RAMP3;GATA2;FGF2;ETS1;VSIR;PPM1F;CDH5;LAMP3;CD36;HOXA5;NTRK2;EGR1;IL33;CADM1;ANGPT1;PDE2A;CRTAM;KLF4;TENT5B;FGR;CLDN5;BMP2;IL6;RGCC;IL1B;PPARG;ADTRP;FGFR4;TLR4;RBMS3"
"Hemopoiesis (GO:0030097)","12/101",0.000502393457494792,0.0111498877860974,0,0,3.40476119889716,25.8629983536818,"TGFBR3;MEIS1;SNRK;WNT2B;RRAS;TAL1;NOTCH4;ZBTB16;RTKN2;TEK;IL7R;TGFBR2"
"BMP Signaling Pathway (GO:0030509)","9/61",0.000511052066475527,0.0111498877860974,0,0,4.36172040836955,33.057649438087,"ACVRL1;TMEM100;TGFBR3;GDF10;BMP2;BMPR2;SMAD9;PPARG;SMAD6"
"Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393)","9/61",0.000511052066475527,0.0111498877860974,0,0,4.36172040836955,33.057649438087,"ACVRL1;GDF10;BMP2;BMPR2;TNXB;BMPER;PPARG;SMAD6;TGFBR2"
"Positive Regulation Of Cell Junction Assembly (GO:1901890)","9/61",0.000511052066475527,0.0111498877860974,0,0,4.36172040836955,33.057649438087,"PTPRD;CLDN5;MYOC;BDNF;CAV1;TEK;TBX5;PPM1F;FERMT2"
"Positive Regulation Of miRNA Metabolic Process (GO:2000630)","8/49",0.000517860582142093,0.0112165600001646,0,0,4.91364189232443,37.1756539323522,"EGR1;ATOH8;PPARG;FOS;GATA2;KLF4;ETS1;FGF2"
"Synapse Organization (GO:0050808)","14/131",0.000531043345735655,0.0112888789469428,0,0,3.02516619183286,22.8117705989962,"NTNG1;CX3CR1;GPM6A;BDNF;LRRK2;C5AR1;CX3CL1;PTPRD;PPFIBP1;FLRT3;SPOCK2;SHANK3;SNCA;ADGRL3"
"Regulation Of Intracellular Signal Transduction (GO:1902531)","24/297",0.000535977465923171,0.0112888789469428,0,0,2.23398049671508,16.8250419052489,"PPP1R16B;NTRK2;STARD13;MYOC;ARHGEF15;VWF;DAPK2;LRRK2;PDE2A;WWC2;ARHGAP29;PRDM11;ARHGAP6;AGER;PREX2;AKAP12;PREX1;FGD5;ARHGAP31;RASSF2;RRAS;IL1B;PIP5K1B;TEK"
"Response To Heparin (GO:0071503)","3/5",0.000536306728158538,0.0112888789469428,0,0,37.6036505867014,283.185733780003,"EGR1;SLIT2;GPIHBP1"
"Retinal Ganglion Cell Axon Guidance (GO:0031290)","3/5",0.000536306728158538,0.0112888789469428,0,0,37.6036505867014,283.185733780003,"ROBO2;PTPRM;SLIT2"
"Cellular Response To Lipid (GO:0071396)","20/228",0.000546601528536826,0.0114251186629131,0,0,2.43871794871795,18.3191382901657,"CX3CR1;PID1;RAMP3;FZD4;TNFAIP3;RORA;ATP1A2;PPBP;SSTR1;CXCL3;CXCL2;AQP1;ZFP36;IL6;IL1B;PDK4;CCL2;ADTRP;CARD16;TLR4"
"Positive Regulation Of Cell Population Proliferation (GO:0008284)","34/483",0.000558194331118367,0.0115864087202278,0,0,1.93229519705626,14.4744434175358,"CCL14;CSF3;VIPR1;PID1;TNXB;PLA2G1B;RTKN2;C5AR1;FGF2;CX3CL1;AQP1;GRK5;HYAL1;CXCR2;NTRK2;EDN1;PRKCH;EMP2;VEGFD;LIFR;TBX3;TBX2;TGFBR2;TGFBR3;CLDN5;BMP2;IL6;MEIS1;NR4A3;IL1B;FGFR4;IL7R;NES;HBEGF"
"Negative Regulation Of Wound Healing (GO:0061045)","6/28",0.000581860116425584,0.0119169275633038,0,0,6.8567348881485,51.0777414198836,"THBD;EDN1;MMRN1;ALOX5;FGF2;PHLDB2"
"Regulation Of BMP Signaling Pathway (GO:0030510)","10/75",0.000582091476829157,0.0119169275633038,0,0,3.87955465587045,28.8983485138057,"CDH5;BMPR2;BMPER;CRIM1;SOSTDC1;PPARG;ZNF423;SMAD6;CHRDL1;ELAPOR2"
"Blood Circulation (GO:0008015)","8/50",0.0005959983532906,0.0120367505269297,0,0,4.79640044994376,35.6145810978235,"ACVRL1;CXCL12;NPR1;COL4A3;AGTR1;OLR1;SERPING1;SGCG"
"Cell Chemotaxis (GO:0060326)","8/50",0.0005959983532906,0.0120367505269297,0,0,4.79640044994376,35.6145810978235,"SEMA5A;NR4A1;DOCK4;EGR3;CXCL12;AGTR1;CX3CL1;HBEGF"
"Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756)","5/19",0.000618806472274588,0.0123307503041916,0,0,8.97105508870215,66.2756249776891,"CX3CR1;SELP;SLC39A8;SELE;JAM2"
"Negative Regulation Of Axon Extension Involved In Axon Guidance (GO:0048843)","5/19",0.000618806472274588,0.0123307503041916,0,0,8.97105508870215,66.2756249776891,"SEMA5A;SEMA6A;SEMA6D;SEMA3B;SEMA3G"
"Skeletal System Development (GO:0001501)","15/149",0.000644192721440358,0.0127516029429485,0,0,2.83127409311061,20.8028221290543,"PTGER4;GDF10;COL13A1;MYOC;HHIP;ZBTB16;NPR3;RFLNB;PRELP;PHEX;TBX3;BMP2;HYAL1;OGN;SOX5"
"Aortic Valve Development (GO:0003176)","7/40",0.000749634132230484,0.0147411606660323,0,0,5.33694745621351,38.4042751937232,"ROBO2;BMP2;BMPR2;TIE1;SLIT2;SMAD6;TGFBR2"
"Response To Fibroblast Growth Factor (GO:0071774)","5/20",0.000799117206923254,0.0155101385161923,0,0,8.37254901960784,59.7130441472579,"NR4A1;ZFP36;EGR3;HYAL1;NDNF"
"Endothelial Cell Development (GO:0001885)","5/20",0.000799117206923254,0.0155101385161923,0,0,8.37254901960784,59.7130441472579,"PPP1R16B;ROBO4;PDE2A;MYADM;PECAM1"
"Brain Development (GO:0007420)","16/169",0.000845822101787085,0.0163107242725264,0,0,2.64586258906746,18.720010964377,"ROBO2;CCL14;CX3CR1;NDRG4;RTN1;EML1;SHROOM4;SLC6A4;TGFBR2;MEIS1;NFASC;AGTR2;NES;SHANK3;ADGRL2;ADGRL3"
"Regulation Of Vasculature Development (GO:1901342)","6/30",0.000858908091567804,0.0164568992672831,0,0,6.28468586387435,44.3689309261925,"IL6;BMPER;EMP2;TSPAN12;ETS1;FGF2"
"Lymphocyte Migration (GO:0072676)","7/41",0.000874344542990151,0.0166459607579463,0,0,5.17970858067998,36.4756945331472,"CCL14;CCL23;CRTAM;S1PR1;NEDD9;CCL2;CX3CL1"
"Positive Regulation Of Protein Kinase B Signaling (GO:0051897)","11/93",0.000883453625767083,0.0167129296672013,0,0,3.38423471191234,23.7968276421704,"SEMA5A;CX3CR1;CSF3;RAMP3;MYOC;ANGPT1;TEK;FGF2;CX3CL1;FERMT2;HBEGF"
"Blood Vessel Morphogenesis (GO:0048514)","8/53",0.000889082554959634,0.0167136336904047,0,0,4.47594050743657,31.4449164427202,"CCBE1;RAMP2;SOX17;GJA5;CAV1;SLC1A1;RASIP1;TGFBR2"
"Cellular Response To BMP Stimulus (GO:0071773)","9/66",0.000919569637501489,0.0171787102905747,0,0,3.97807593886161,27.8131347600542,"ACVRL1;TMEM100;TGFBR3;GDF10;BMP2;BMPR2;SMAD9;PPARG;SMAD6"
"Axonogenesis (GO:0007409)","17/188",0.000990145487443877,0.0183822662234146,0,0,2.51627408494676,17.4067252363527,"SEMA5A;NTNG1;ROBO2;ROBO4;SEMA6A;BDNF;CNTN6;DCC;SEMA6D;SEMA3B;SEMA3G;NEXN;NFASC;CXCL12;FEZ1;ANOS1;SLIT2"
"Cell-Matrix Adhesion (GO:0007160)","12/109",0.000999113994046781,0.0184342699271965,0,0,3.12265049098278,21.5732733268023,"ECM2;COL13A1;PEAK1;ITGA8;EMP2;SORBS1;NPNT;ITGAL;THSD1;LYVE1;FBLN5;FERMT2"
"Leukocyte Cell-Cell Adhesion (GO:0007159)","6/31",0.0010307641621757,0.0185368193695923,0,0,6.03298429319372,41.4915770678399,"SELP;PECAM1;OLR1;ITGAL;SELE;JAM2"
"Angiotensin-Activated Signaling Pathway (GO:0038166)","3/6",0.00104188211913399,0.0185368193695923,0,0,25.0677966101695,172.133702564741,"CA2;CAV1;AGTR1"
"Bleb Assembly (GO:0032060)","3/6",0.00104188211913399,0.0185368193695923,0,0,25.0677966101695,172.133702564741,"PMP22;EMP1;EMP2"
"Calcitonin Family Receptor Signaling Pathway (GO:0097646)","3/6",0.00104188211913399,0.0185368193695923,0,0,25.0677966101695,172.133702564741,"RAMP2;CALCRL;RAMP3"
"Regulation Of Adiponectin Secretion (GO:0070163)","3/6",0.00104188211913399,0.0185368193695923,0,0,25.0677966101695,172.133702564741,"RAB11FIP1;IL1B;PPARG"
"Regulation Of Cell Adhesion Molecule Production (GO:0060353)","3/6",0.00104188211913399,0.0185368193695923,0,0,25.0677966101695,172.133702564741,"CAV1;IL1B;NOTCH4"
"Negative Regulation Of Cell Growth (GO:0030308)","13/125",0.00106982583301061,0.0188114026166382,0,0,2.93137856199283,20.0513898124214,"ACVRL1;BMPR2;NPR1;DCC;FHL1;SEMA3G;PRDM11;RERG;SOX17;HYAL1;AGTR2;MSX1;SLIT2"
"Negative Regulation Of Apoptotic Process (GO:0043066)","33/482",0.00106990245728621,0.0188114026166382,0,0,1.8729182594821,12.8111126215621,"CX3CR1;BCL2A1;GATA6;NDNF;CX3CL1;AQP1;SOCS2;SOCS3;GRK5;LAMP3;PDPN;PDK4;PROK2;CCL2;SNCA;NTRK2;PRKCH;EGR3;ANGPT1;BDNF;WFS1;CAV1;KLF4;SMAD6;TENT5B;TBX3;RNF144B;IL6;CAT;CARD16;TEK;CRYAB;RETREG1"
"Atrioventricular Valve Development (GO:0003171)","4/13",0.00117994568174073,0.0206248984954564,0,0,11.1523063533507,75.1920487408807,"BMP2;BMPR2;GJA5;TGFBR2"
"Positive Regulation Of Intracellular Signal Transduction (GO:1902533)","35/525",0.00121592090608217,0.0211301603969744,0,0,1.82118561710398,12.2242596088526,"SEMA5A;CX3CR1;CSF3;BMPR2;RAMP3;RTKN2;ADRB2;FGF2;AGER;CX3CL1;ART4;PLCE1;S100A12;SASH1;NTRK2;MYOC;VWF;ANGPT1;CAV2;CAV1;SELP;FGR;BMP2;IL6;IL1B;DOK6;PPARG;ROR1;S100A4;CARD16;TEK;TLR4;FERMT2;JCAD;HBEGF"
"Phagocytosis (GO:0006909)","9/69",0.00127108549140774,0.0218744123350599,0,0,3.77858081471748,25.1951386551435,"SRPX;MSR1;MARCO;CD93;ANXA3;PECAM1;CD36;TLR4;LDLR"
"Positive Regulation Of Cholesterol Efflux (GO:0010875)","5/22",0.00127338499374387,0.0218744123350599,0,0,7.38677431757017,49.2408032420707,"ABCA3;CAV1;PPARG;ABCA8;CES1"
"Extracellular Matrix Organization (GO:0030198)","16/176",0.00130233045399006,0.0222438041541502,0,0,2.52917771883289,16.802844997971,"ECM2;COL13A1;DPT;NDNF;NPNT;ADAMTS15;ADAMTS1;ADAMTSL4;SPOCK2;COL4A3;MMP19;SLC39A8;ADAMTS8;TPSAB1;RECK;GPM6B"
"Chemokine-Mediated Signaling Pathway (GO:0070098)","8/57",0.00144839803726926,0.0245275945299658,0,0,4.10970057314264,26.8663337832382,"CCL14;CCL23;CXCL12;CCL2;PPBP;CXCL3;CXCL2;CX3CL1"
"Vasculogenesis (GO:0001570)","6/33",0.00145245374098493,0.0245275945299658,0,0,5.58551483420593,36.498551809411,"TGFBR3;RAMP2;SOX17;CAV1;RASIP1;TGFBR2"
"Negative Regulation Of Response To External Stimulus (GO:0032102)","14/146",0.00154288591118854,0.0250577811334881,0,0,2.67929292929293,17.3460120895575,"PTGER4;PTGIS;TNFAIP3;RORA;FPR2;KLF4;FGF2;CDH5;MMRN1;ALOX5;SLC39A8;PPARG;CARD16;TEK"
"Positive Regulation Of Signal Transduction (GO:0009967)","21/266",0.00155258830634815,0.0250577811334881,0,0,2.17261110051497,14.0520833076383,"CCBE1;TNXB;PTGIS;VWF;BDNF;CAV2;LRRK2;TNFAIP3;EMP2;SORBS1;KLF2;BMP2;IL6;IL1B;RSPO2;TEK;IL7R;SHANK3;LIMS2;JCAD;SASH1"
"Regulation Of Kinase Activity (GO:0043549)","10/85",0.00155787556868778,0.0250577811334881,0,0,3.36052631578947,21.7238945273483,"CDKN1C;FGR;NTRK2;TIE1;PLCE1;EMP2;ROR1;LDB2;TEK;FGFR4"
"Calcium-Mediated Signaling (GO:0019722)","10/85",0.00155787556868778,0.0250577811334881,0,0,3.36052631578947,21.7238945273483,"CNKSR2;SELP;RCAN1;EDN1;EDNRB;LRRK2;AGTR1;PLCE1;FPR2;SELE"
"Cell-Cell Junction Assembly (GO:0007043)","9/71",0.00156040266412065,0.0250577811334881,0,0,3.65630960959688,23.6300393281169,"CLDN11;CDH5;CLDN5;RAMP2;GJA5;GJA4;EPB41L3;CDHR3;JAM3"
