"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"205569_at",-1.89070166666667,11.3664991666667,-10.8506450123605,1.54943521792493e-19,1.8024546923414e-17,33.8846072777638
"204134_at",-1.31166266666667,7.30551133333333,-10.849466746837,1.55955477719298e-19,1.81037489263325e-17,33.8781870516607
"202732_at",-1.30423616666667,10.0692350833333,-10.846324615842,1.5868653769112e-19,1.83461463195484e-17,33.8610659485846
"226625_at",-2.11426616666667,9.66337008333333,-10.8462924765498,1.58714718045658e-19,1.83461463195484e-17,33.8608908252665
"1558508_a_at",1.86238383333333,7.01131408333333,10.8294239464943,1.74217966532856e-19,2.00112758827393e-17,33.7689759439033
"206488_s_at",-2.62967683333333,9.10950325,-10.8201795148207,1.83347463374937e-19,2.09718045188801e-17,33.7186038732974
"209035_at",1.55087166666667,8.98408016666667,10.8048975591823,1.99500508596846e-19,2.27243548073595e-17,33.6353338258071
"219371_s_at",-1.67268083333333,10.26721625,-10.8011483753048,2.03676162473414e-19,2.31517550586984e-17,33.6149048543137
"213069_at",-1.41535383333333,10.4030419166667,-10.7989077874318,2.0621322510984e-19,2.33915105453952e-17,33.6026960923863
"228737_at",-1.75804766666667,7.68834066666667,-10.775089581327,2.35216923282142e-19,2.65712505794444e-17,33.4729131294399
"219937_at",-1.58252366666667,5.56294183333333,-10.7745011985749,2.35982824966412e-19,2.6602806092863e-17,33.4697071021945
"204570_at",-1.35562116666667,9.66117608333333,-10.7583606757415,2.57994066469878e-19,2.8905380295575e-17,33.3817596007042
"232378_at",-1.34076783333333,6.56184508333333,-10.7501844580848,2.69915967310276e-19,3.01792546271765e-17,33.3372087528814
"232761_at",-1.1674005,8.46853708333333,-10.7437385023439,2.79702041197722e-19,3.11460470519052e-17,33.3020859531133
"219689_at",-1.8458365,7.73031808333333,-10.7337902982188,2.95505974711762e-19,3.27723918202141e-17,33.247880334292
"220037_s_at",-2.52975733333333,6.80684933333333,-10.7274110304058,3.06106966446359e-19,3.38793489685318e-17,33.2131212735916
"203744_at",1.844335,8.751271,10.7244409071866,3.11171604686995e-19,3.43703181540636e-17,33.1969378590133
"206049_at",-1.429909,8.32102516666667,-10.7223578335563,3.14773558007104e-19,3.46980731533033e-17,33.1855877648759
"218350_s_at",1.07705616666667,8.74126708333333,10.7205450755013,3.17942003642303e-19,3.497681901236e-17,33.1757105611209
"229781_at",-1.13396383333333,5.21121291666667,-10.7187236104487,3.21157788354082e-19,3.52596427274286e-17,33.1657859300685
"201131_s_at",1.03620633333333,11.3919018333333,10.7146840007063,3.28406214918455e-19,3.5911219601333e-17,33.1437753304009
"203878_s_at",2.281383,7.99441033333333,10.7134261319873,3.30696483476678e-19,3.60894815051644e-17,33.136921603505
"205471_s_at",-2.01939183333333,6.71138725,-10.7104059301833,3.36260945711914e-19,3.66236398541811e-17,33.1204655147592
"212713_at",-2.023611,10.1856846666667,-10.7089303495144,3.39013522753946e-19,3.68500285418926e-17,33.1124255760694
"218764_at",-1.05411983333333,9.60582891666667,-10.6902776743799,3.75814041287558e-19,4.06482210250106e-17,33.0107944659334
"222750_s_at",1.36909583333333,9.08421108333333,10.6880000906301,3.8057292327257e-19,4.10410741221454e-17,32.9983849401542
"238222_at",-3.25140116666667,8.60265725,-10.6874315735823,3.8177017476297e-19,4.10891423330027e-17,32.9952873522397
"227046_at",1.056247,8.44514433333333,10.6838565187118,3.89385734412643e-19,4.18264538880378e-17,32.9758085677881
"209481_at",-1.138397,9.98830566666667,-10.6827738772608,3.91721796475369e-19,4.19948808280212e-17,32.9699097817914
"218392_x_at",1.0395605,7.20936475,10.6778526693505,4.02518368279388e-19,4.29837730188975e-17,32.9430966104984
"235175_at",-1.4811275,7.93009341666667,-10.6772628651195,4.03832138395348e-19,4.30400042237147e-17,32.9398830762466
"1552318_at",-1.79488216666667,7.72171258333333,-10.6743174128832,4.10457485295072e-19,4.36610175262803e-17,32.9238348845377
"217414_x_at",-2.40933433333333,12.1508718333333,-10.665538425122,4.3085617078208e-19,4.57418662864276e-17,32.8760032324179
"211458_s_at",-1.0234475,10.3777329166667,-10.6637480064276,4.35139182895408e-19,4.60374144500995e-17,32.866248337844
"225450_at",-1.246575,9.369283,-10.6635472075341,4.35622177924725e-19,4.60374144500995e-17,32.8651543091334
"202674_s_at",-1.80828483333333,7.28420075,-10.6633213516437,4.36166084776434e-19,4.60374144500995e-17,32.8639237607269
"220170_at",-1.9451695,6.33772625,-10.6496411016737,4.70408948589763e-19,4.94607870464333e-17,32.7893892907526
"204073_s_at",-1.560543,8.564256,-10.6469689819928,4.77404888897062e-19,5.0100023609303e-17,32.7748308794597
"232404_at",-1.00133166666667,6.24692316666667,-10.6383524000254,5.00680546610203e-19,5.244197104581e-17,32.7278858706214
"200700_s_at",1.1418715,10.6422144166667,10.6376151453741,5.02723990269872e-19,5.25553234569891e-17,32.7238691761298
"203835_at",-1.52866983333333,9.67499308333333,-10.6329190349404,5.15937310479754e-19,5.38337260505354e-17,32.6982840409193
"224013_s_at",-2.472364,6.53942133333333,-10.6298716364626,5.24696887717689e-19,5.4643433020885e-17,32.6816814464248
"204018_x_at",-2.40941966666667,12.5848181666667,-10.6214503049663,5.4968443668867e-19,5.70284565008596e-17,32.6358014522797
"202877_s_at",-1.5646425,9.03246441666667,-10.6012225888512,6.14672779065893e-19,6.3052972224067e-17,32.5256022295854
"205357_s_at",-2.09755,7.24657833333333,-10.5986806388576,6.23365192039548e-19,6.38248911512403e-17,32.5117541504461
"226955_at",-1.59026166666667,7.243574,-10.5924534715233,6.45182338499292e-19,6.55675545677487e-17,32.4778299690774
"223836_at",-2.51557433333333,6.66768116666667,-10.5920566180395,6.46598327793271e-19,6.55895428053749e-17,32.4756680162866
"222802_at",-1.9058865,9.73851425,-10.5867933514836,6.65674357804042e-19,6.73762578590893e-17,32.4469952952211
"228850_s_at",-1.8371325,8.70570675,-10.586520946429,6.6667682673557e-19,6.73762578590893e-17,32.4455113212833
"238018_at",-2.615627,7.18046816666667,-10.5825129496116,6.81602191562785e-19,6.87575642503603e-17,32.4236771571117
"235044_at",-1.70643216666667,7.48652208333333,-10.5715879713494,7.24003796797621e-19,7.29003823018599e-17,32.3641626319442
"202222_s_at",-1.45480233333333,7.703437,-10.5672824800069,7.41429579168804e-19,7.43810316349621e-17,32.3407085755273
"211726_s_at",-2.39637583333333,9.61801025,-10.552741664967,8.03439810986148e-19,8.03072608147489e-17,32.261499531547
"208609_s_at",-1.46719383333333,8.57117108333333,-10.5431935336591,8.46951978769285e-19,8.45020062759318e-17,32.209488897431
"226492_at",-1.733401,6.96981133333333,-10.539866499748,8.62660776981918e-19,8.59125281994287e-17,32.1913661431488
"218960_at",2.319594,7.5635675,10.5364752595352,8.78972495278365e-19,8.73778566897174e-17,32.1728938033168
"205632_s_at",-2.13218,8.271126,-10.5307840080087,9.07042996770736e-19,9.00046748610526e-17,32.1418934840126
"218656_s_at",-1.38664466666667,10.0547033333333,-10.5287326563807,9.17378938130436e-19,9.07010731325164e-17,32.1307198561604
"213247_at",-1.49908816666667,9.23341408333333,-10.5278514772411,9.21854918708747e-19,9.0979093285922e-17,32.1259201278397
"232667_at",-1.40726383333333,7.44896308333333,-10.5233543999018,9.45040247575477e-19,9.29317905327144e-17,32.1014249970865
"242541_at",-1.11590516666667,6.25411508333333,-10.5116702111619,1.00804096632652e-18,9.8595062314673e-17,32.037783758239
"221841_s_at",-2.2949405,10.8194944166667,-10.5110729826375,1.01137167290932e-18,9.87441896719948e-17,32.0345308383388
"213915_at",-1.86910983333333,8.44897491666667,-10.5092813336904,1.0214297337994e-18,9.95484326122678e-17,32.0247723102673
"1555310_a_at",1.12438266666667,7.71303483333333,10.5045190778368,1.0486531082794e-18,1.01838558961237e-16,31.9988340905291
"226622_at",1.77883283333333,8.36032558333333,10.4964718918022,1.09631297096511e-18,1.0627821221191e-16,31.9550048827683
"210606_x_at",-1.53696216666667,6.65179558333333,-10.4902979102946,1.13434133628511e-18,1.09770110728121e-16,31.921378822378
"202340_x_at",-1.60477866666667,9.6600575,-10.4792144041973,1.20594804315429e-18,1.1628784701845e-16,31.8610150034287
"211745_x_at",-2.401583,12.8243433333333,-10.4769500530058,1.22112398899582e-18,1.17337353424159e-16,31.848682974189
"210190_at",-1.639819,6.6242825,-10.4681126419658,1.28220198372179e-18,1.22774769632204e-16,31.8005538077768
"236029_at",-1.92277,6.87824516666667,-10.4676879319595,1.28521298824884e-18,1.22847937294589e-16,31.7982408406181
"223395_at",-2.08896516666667,10.0180965833333,-10.4642816554587,1.30961901536266e-18,1.24962337984212e-16,31.7796904001057
"203083_at",2.13052716666667,9.08071941666667,10.4639168419004,1.31226021964736e-18,1.24996215172856e-16,31.7777036525607
"205713_s_at",2.2045875,6.81551408333333,10.4634875699956,1.31537491322992e-18,1.2507499718408e-16,31.7753658726233
"204894_s_at",-1.95957533333333,10.0095625,-10.4613577982808,1.33093763812609e-18,1.26335096119e-16,31.7637673565151
"238178_at",-1.82132016666667,5.59203991666667,-10.4571122417881,1.36251211560191e-18,1.28884688443831e-16,31.7406467342901
"224606_at",-1.23284283333333,11.68526375,-10.4515561249621,1.40496704890652e-18,1.32671111224462e-16,31.7103894956467
"211699_x_at",-2.55580133333333,12.1806393333333,-10.4507947236321,1.41088710340576e-18,1.33000435135707e-16,31.7062431355863
"220244_at",-1.74885866666667,7.85749,-10.4428686221271,1.47401456974587e-18,1.38712128400784e-16,31.6630806266907
"213541_s_at",-1.802308,8.15508616666667,-10.4424244496328,1.477634563804e-18,1.38813865594474e-16,31.6606618679084
"209710_at",-1.33031066666667,8.37826266666667,-10.4341261720439,1.5469228449477e-18,1.45073767662977e-16,31.6154739503347
"212486_s_at",-1.4577245,7.51770408333333,-10.4260268323676,1.61768019966626e-18,1.5144976869307e-16,31.5713706040255
"228863_at",-1.7489885,8.85688708333333,-10.4164165564957,1.70584516230935e-18,1.59158846841747e-16,31.5190414126357
"227055_at",1.56484116666667,7.28215025,10.4155702009029,1.71383602259882e-18,1.5963200091242e-16,31.5144329849625
"219452_at",-1.2825605,7.89989091666667,-10.4115655444324,1.75215620710143e-18,1.62923708542978e-16,31.4926277238181
"201578_at",-1.06615116666667,9.81535708333333,-10.4014331220288,1.85298024848996e-18,1.71714737434218e-16,31.4374583763501
"219436_s_at",-2.29737383333333,7.78457625,-10.3988542829393,1.87955406286971e-18,1.73588882411151e-16,31.4234173664237
"37145_at",-2.02403883333333,8.03533525,-10.3938890751371,1.93179568708121e-18,1.77813012106339e-16,31.3963836826713
"224925_at",-1.00493483333333,8.15973491666667,-10.3872958599395,2.00341603586075e-18,1.84095414723843e-16,31.3604869203853
"209458_x_at",-2.45608166666667,12.5186288333333,-10.3809887510897,2.07441049719917e-18,1.89662866110978e-16,31.3261487395216
"240890_at",-1.3552775,7.68633291666667,-10.3797518118613,2.08862593991429e-18,1.90643778405365e-16,31.319414496724
"201577_at",1.1476275,10.05231275,10.3757629829523,2.13513381791858e-18,1.94240335265721e-16,31.2976984265757
"209894_at",-1.89284716666667,9.39941458333333,-10.3720484457055,2.1793737227606e-18,1.97935645003216e-16,31.2774759778224
"204653_at",1.77507583333333,6.41725258333333,10.3701798188488,2.20197409191249e-18,1.99439084644945e-16,31.2673030340309
"219064_at",-1.39736083333333,8.14787475,-10.3700771327849,2.2032228097951e-18,1.99439084644945e-16,31.2667440057183
"230943_at",-1.768884,6.1593165,-10.3683111129993,2.22480964367239e-18,2.00728493841234e-16,31.2571297385571
"226303_at",-1.80288166666667,8.10654233333333,-10.3624246301807,2.29830074797585e-18,2.07017452052025e-16,31.2250840506236
"231841_s_at",-2.0178935,7.36610675,-10.3556258177732,2.38620616626168e-18,2.14511599855368e-16,31.1880726770987
"238914_at",-1.07674016666667,4.24264491666667,-10.3535324881538,2.41394255380763e-18,2.1636444119579e-16,31.1766772251313
"214505_s_at",-2.47561016666667,9.13371125,-10.3531908878845,2.41849919799395e-18,2.16418074714107e-16,31.1748176664954
"203821_at",-2.01943183333333,9.48966425,-10.3512238426264,2.44490558644664e-18,2.18423550553873e-16,31.1641097772274
"213364_s_at",-1.14784633333333,9.66826983333333,-10.3487231901844,2.4788916918321e-18,2.20738441776743e-16,31.1504972528471
"227198_at",-2.27478283333333,7.08308141666667,-10.3468312347043,2.50491842060801e-18,2.22693357149176e-16,31.1401983226246
"204719_at",-2.81134883333333,8.60454775,-10.3404094558692,2.59531331723949e-18,2.29981775721344e-16,31.1052417648599
"203373_at",-2.00870066666667,10.1882338333333,-10.3340415153747,2.6881688473323e-18,2.37824646808889e-16,31.0705792520345
"227289_at",-1.72243416666667,8.67647891666667,-10.3292335470823,2.76047042281395e-18,2.43826688800247e-16,31.044408766587
"235334_at",-1.5581285,6.07874858333333,-10.327066831064,2.79368527964925e-18,2.4596576918651e-16,31.0326151954523
"205303_at",-1.29243166666667,7.9391365,-10.3254038529973,2.8194486710783e-18,2.47437168685724e-16,31.0235635804269
"221087_s_at",-1.05550666666667,9.002359,-10.321060430993,2.88786373145174e-18,2.53035175508211e-16,30.9999225930486
"222608_s_at",2.49188516666667,6.00422608333333,10.3098691303786,3.071883840439e-18,2.68728398361604e-16,30.9390112027516
"231311_at",1.3742525,5.48579825,10.3030590947965,3.18954972452573e-18,2.78131788179337e-16,30.9019474898102
"232578_at",-4.16088183333333,8.33442408333333,-10.2966456818248,3.30447729324074e-18,2.87694738866143e-16,30.8670435066228
"236401_at",-1.2783235,6.86382758333333,-10.2878146114371,3.46953088998542e-18,3.0158442195541e-16,30.8189835886283
"226974_at",-1.97165733333333,8.26967233333333,-10.2785515023135,3.65151803292756e-18,3.16397382647091e-16,30.7685747121126
"206637_at",-1.65885333333333,7.98672666666667,-10.2780130826838,3.66238465954038e-18,3.16836837437295e-16,30.7656447604343
"213451_x_at",-1.71711316666667,9.56583725,-10.2728514293462,3.76821315478472e-18,3.24963807946143e-16,30.7375566747422
"217232_x_at",-2.47276833333333,12.4558188333333,-10.2664706460631,3.90326994107729e-18,3.35025563623863e-16,30.7028354917534
"230720_at",-1.587826,6.3355735,-10.2552600050599,4.15237498397535e-18,3.55848122647104e-16,30.6418353030032
"203910_at",-1.31447416666667,10.0132039166667,-10.2546922519226,4.1654049970924e-18,3.55849247212542e-16,30.6387460969963
"210155_at",-1.06600733333333,6.84430433333333,-10.2493533608791,4.28994922293522e-18,3.65375143423886e-16,30.6096970701183
"38037_at",-1.79813783333333,9.07412708333333,-10.2490575031364,4.29695870546975e-18,3.65375143423886e-16,30.6080873255821
"216333_x_at",-1.70718616666667,9.53875175,-10.2473128572736,4.33852629584026e-18,3.68336840411594e-16,30.598594862069
"225544_at",-1.03529533333333,8.51886616666667,-10.2424388751473,4.45679414134358e-18,3.77206222411703e-16,30.5720764285113
"225177_at",-1.29035983333333,10.9271550833333,-10.2421438622015,4.46405518447215e-18,3.77236811763547e-16,30.570471340114
"226769_at",-2.035342,9.21278366666667,-10.2413647237176,4.4832887064379e-18,3.77694622533886e-16,30.5662322634155
"204731_at",-2.15749783333333,9.08040858333333,-10.2396937994012,4.52481615491474e-18,3.80606651184559e-16,30.5571412873862
"226280_at",-1.27808483333333,8.84340008333333,-10.2320703804957,4.71921120513334e-18,3.9574060220961e-16,30.5156657039133
"218678_at",-1.2293765,9.03767258333333,-10.228578132681,4.81102791355447e-18,4.02822283573646e-16,30.4966665397267
"226751_at",-1.1453475,9.57809641666667,-10.2258147501464,4.88494477419982e-18,4.08385864723815e-16,30.4816329424225
"209167_at",-2.111499,8.35873083333333,-10.2180677064811,5.09827308479501e-18,4.23746521879934e-16,30.4394880319873
"218858_at",1.59635783333333,8.41990708333333,10.218017561829,5.09968379326926e-18,4.23746521879934e-16,30.439215244644
"206380_s_at",-1.2883895,7.90582425,-10.2163137405329,5.14784947656059e-18,4.27099651185054e-16,30.429946488024
"227006_at",-1.69711066666667,8.801431,-10.2149558597193,5.18656092992661e-18,4.29009408235609e-16,30.4225597054747
"1554576_a_at",1.25673833333333,7.06953933333333,10.2135607838019,5.22663568325509e-18,4.31671157072465e-16,30.4149706434562
"209555_s_at",-2.65054466666667,8.3286335,-10.2103976889078,5.31864789476283e-18,4.37947400069514e-16,30.3977639735325
"218424_s_at",1.305628,9.01860983333333,10.1992400790956,5.65632963581516e-18,4.62963806644003e-16,30.3370710796245
"204777_s_at",-1.35173133333333,8.1933665,-10.1960590485403,5.75646843275716e-18,4.69753599344773e-16,30.3197682801316
"242641_at",-1.24976416666667,5.15914008333333,-10.1911985404004,5.91290835495609e-18,4.8036889198696e-16,30.2933308084753
"208190_s_at",1.041171,9.78772333333333,10.1880292226786,6.01719625517753e-18,4.88116031530907e-16,30.2760925383983
"229302_at",-1.87110833333333,7.28543083333333,-10.1851325784448,6.11411809353484e-18,4.95243565576322e-16,30.2603376548722
"207111_at",-1.205234,6.92258516666667,-10.1809905953282,6.25542476828501e-18,5.05192539447538e-16,30.2378098339742
"219888_at",1.5241265,7.24910875,10.1787946869082,6.33165831355667e-18,5.10595012232612e-16,30.2258667420245
"236936_at",-2.39701383333333,7.23813208333333,-10.1761612769759,6.42430512225151e-18,5.16542474351619e-16,30.2115443796524
"218930_s_at",1.36986216666667,8.77149725,10.1574442843591,7.12299416228244e-18,5.67710941432642e-16,30.1097547006859
"242500_at",-1.65781516666667,6.93805941666667,-10.1567520937025,7.15024027503288e-18,5.69052965119975e-16,30.1059905485882
"212353_at",2.13604933333333,8.5932475,10.1467935105342,7.55395383906363e-18,6.00308758940122e-16,30.0518373209397
"239132_at",-1.33639483333333,5.76276925,-10.1439525058008,7.6732457005354e-18,6.0890378617819e-16,30.036389009176
"213618_at",-1.1393685,8.60425408333333,-10.1402641118374,7.83093073840001e-18,6.20516142205827e-16,30.0163333358358
"206102_at",1.96395183333333,6.26658141666667,10.1398792968903,7.84756756633948e-18,6.20934524876427e-16,30.0142409288339
"209683_at",-1.30169816666667,7.41976808333333,-10.1354107457372,8.04336283314586e-18,6.35217805879968e-16,29.9899438463979
"224443_at",1.16979983333333,6.92121075,10.1352314407615,8.05132033790248e-18,6.35217805879968e-16,29.9889689169966
"219529_at",-1.87641333333333,9.1403855,-10.1345423682902,8.08197443314162e-18,6.36671748583337e-16,29.9852222551655
"226633_at",-1.00855566666667,9.88504833333333,-10.1256668826818,8.48738961334632e-18,6.66735671134641e-16,29.9369655022081
"203186_s_at",-1.09138533333333,12.627994,-10.1192130877929,8.79488530414581e-18,6.89900077480878e-16,29.9018774623401
"237252_at",-1.803185,6.67828983333333,-10.0958002296229,1.00068170834791e-17,7.79377099770968e-16,29.774599097399
"232080_at",-1.35608583333333,8.39778425,-10.0933151211893,1.01448695231203e-17,7.89005321730589e-16,29.7610906052408
"235666_at",-1.65859133333333,9.33028316666667,-10.0920349575383,1.02167257589815e-17,7.93465171693626e-16,29.7541320139449
"210298_x_at",-2.48058366666667,8.83712466666667,-10.0900752100004,1.03277134229653e-17,8.00485115173112e-16,29.7434795259966
"211048_s_at",1.08437316666667,9.56248725,10.0836446948247,1.07004260015898e-17,8.27504655780653e-16,29.7085265705301
"241381_at",-1.03522833333333,7.29655716666667,-10.0768606755399,1.11081997485283e-17,8.57826018715797e-16,29.6716538727276
"203287_at",1.39025666666667,7.94319116666667,10.0755840684835,1.11866516040062e-17,8.62665975245471e-16,29.6647154203767
"202468_s_at",-1.177881,9.7414735,-10.0713351591185,1.14517695524562e-17,8.80626582673054e-16,29.6416227458109
"1554079_at",-1.17768933333333,9.056527,-10.0577182821141,1.23444404069473e-17,9.46609087306933e-16,29.5676202773951
"219440_at",-1.4304875,8.09721575,-10.0519806737068,1.27410834331442e-17,9.74291939450573e-16,29.5364408005742
"219563_at",-1.4152995,8.24931225,-10.0473033501613,1.30738277996671e-17,9.95559240872979e-16,29.5110241348199
"202341_s_at",1.45846983333333,8.97725141666667,10.0366140104713,1.38672122016321e-17,1.05450601825346e-15,29.4529413981962
"222067_x_at",1.2441295,8.81690208333333,10.0323989598632,1.41931223553817e-17,1.0777902288618e-15,29.4300393389194
"204981_at",1.45999233333333,8.681289,10.0291882680326,1.44464981700337e-17,1.09550941393425e-15,29.4125948569757
"202551_s_at",-1.20669566666667,9.35223683333333,-10.0237469340889,1.48862658716502e-17,1.12690934093383e-15,29.3830317258608
"214039_s_at",1.105258,12.261861,10.0235577782473,1.4901791559125e-17,1.12690934093383e-15,29.3820040518011
"213221_s_at",-1.01453583333333,7.29757408333333,-10.0103558499136,1.60263125468589e-17,1.2069402734153e-15,29.3102823770842
"205934_at",-1.2441455,6.26857975,-10.0051134858159,1.64960101611064e-17,1.24060434052063e-15,29.2818044186386
"216905_s_at",1.1547955,7.90820475,10.0042689984503,1.65729485689736e-17,1.24467852061625e-15,29.2772170422036
"209612_s_at",-3.36491816666667,10.60629175,-9.99879800442506,1.70801480049412e-17,1.28101110037059e-15,29.2474985641348
"219597_s_at",-1.92627866666667,8.253736,-9.99607194311897,1.73386300245079e-17,1.29861588573969e-15,29.2326910642386
"220301_at",-1.571867,6.94260666666667,-9.99480315698389,1.74602635218511e-17,1.30593694672669e-15,29.2257993447607
"230151_at",-1.163497,6.761026,-9.99165782001533,1.77654818317245e-17,1.32679605780027e-15,29.2087149876972
"202746_at",-1.78455316666667,9.84893775,-9.99143115301512,1.77876819454522e-17,1.32679605780027e-15,29.2074838295109
"227804_at",1.196156,7.631243,9.98846711035484,1.80805475312536e-17,1.34580164992502e-15,29.1913846252257
"202870_s_at",1.787685,6.728873,9.98517525585291,1.84114499437908e-17,1.36586977703767e-15,29.173505363455
"230130_at",-2.0050265,8.96470908333333,-9.9840468878937,1.85262615486769e-17,1.37251295104791e-15,29.1673768958889
"208658_at",1.146792,8.720002,9.98380267847478,1.85512038559562e-17,1.37251295104791e-15,29.1660505367688
"41644_at",-1.19914,9.58660566666667,-9.98155630509696,1.87822157766408e-17,1.38772655079438e-15,29.1538500755978
"201291_s_at",2.247334,5.913374,9.98017200004288,1.89260029211887e-17,1.39622423531802e-15,29.1463317754121
"229276_at",1.12513,5.79893183333333,9.97891087815786,1.9057951751788e-17,1.40122487827788e-15,29.139482569661
"228153_at",-1.11008566666667,10.440634,-9.96933745595759,2.00900194967315e-17,1.47045765940498e-15,29.0874912334913
"207165_at",1.902959,6.51481883333333,9.96933579411525,2.00902034124467e-17,1.47045765940498e-15,29.0874822087165
"218625_at",-1.81757533333333,7.57789316666667,-9.9673691706224,2.03090317467322e-17,1.48448704646067e-15,29.076802381675
"204422_s_at",-1.82542133333333,6.10358716666667,-9.96543874752948,2.05261467684745e-17,1.49835390462796e-15,29.0663193126131
"203071_at",-1.12271583333333,8.15623608333333,-9.94595049500693,2.28520911998357e-17,1.65928032715939e-15,28.9604988461451
"225673_at",-1.30722416666667,11.9037090833333,-9.9408052399831,2.35089326185518e-17,1.70470940440228e-15,28.9325632396824
"220327_at",-1.9349775,7.88086825,-9.94051201021576,2.35469289855595e-17,1.70520310236485e-15,28.9309712176131
"240616_at",1.30913766666667,6.64885733333333,9.93281718320576,2.4566234685535e-17,1.77197741613671e-15,28.8891954089097
"214414_x_at",-2.10576966666667,13.042639,-9.93210418803377,2.46628843309665e-17,1.77660500763582e-15,28.8853246446487
"209426_s_at",1.1891785,7.07581141666667,9.93117055261791,2.47900170857236e-17,1.78341340021308e-15,28.8802560877021
"236089_at",-1.687662,6.24270916666667,-9.92659402305343,2.54227304782574e-17,1.82652797489977e-15,28.855411441636
"228174_at",-1.44936666666667,6.96419383333333,-9.92362846088829,2.58413088849627e-17,1.85173468320489e-15,28.8393128015663
"232227_at",-1.0781155,6.73312991666667,-9.92107918808182,2.62066256876008e-17,1.87545452810153e-15,28.8254743368994
"1569095_at",-1.21830933333333,6.705313,-9.91834425484541,2.66042838074086e-17,1.89894153677554e-15,28.8106283809017
"222899_at",1.09691066666667,7.49819633333333,9.91420165129008,2.72181210034707e-17,1.94022264128391e-15,28.7881418974946
"216548_x_at",1.30667333333333,7.3043455,9.89655916087681,2.99946909844227e-17,2.12430016784107e-15,28.6923859869875
"1556499_s_at",1.48741466666667,12.245076,9.89155222346734,3.08329956473654e-17,2.18084610222471e-15,28.6652132606999
"201539_s_at",-2.47100533333333,8.2222665,-9.89081125307301,3.09590268610762e-17,2.18693125791904e-15,28.6611921089062
"218326_s_at",1.822028,7.0293225,9.87988768410625,3.28778248097673e-17,2.31947751157939e-15,28.6019144843381
"215184_at",-1.257503,8.03493333333333,-9.87470396162826,3.38294808649427e-17,2.3805709651179e-15,28.5737867028485
"1552553_a_at",-1.14894133333333,6.58526533333333,-9.87469642105933,3.38308850461199e-17,2.3805709651179e-15,28.5737457874008
"220351_at",-1.77455216666667,6.36680425,-9.8711480118014,3.44981576467522e-17,2.4244045878357e-15,28.5544922891193
"208790_s_at",-1.56517433333333,8.33510983333333,-9.86687657982888,3.53188457178072e-17,2.47571524310399e-15,28.5313165574728
"221729_at",1.73482933333333,9.96831283333333,9.86502124510825,3.56813641114622e-17,2.49792392163149e-15,28.5212502624009
"217546_at",-3.11588,9.08570583333333,-9.86260304006925,3.61594454465684e-17,2.52170622422338e-15,28.5081303267386
"206093_x_at",-1.630191,9.522342,-9.86182284736395,3.63150506948729e-17,2.52933171559513e-15,28.5038974670884
"202085_at",-1.022047,9.911271,-9.85485804469699,3.77341045502911e-17,2.6214894107842e-15,28.4661120037381
"206176_at",-1.36631283333333,6.72813791666667,-9.85201090928795,3.83300184732747e-17,2.65613911283434e-15,28.4506664443008
"223278_at",2.57142833333333,6.2888695,9.85093067398924,3.85585656530951e-17,2.66859440137085e-15,28.4448063355164
"209220_at",-1.98719383333333,8.74375691666667,-9.84830337298391,3.91201227942119e-17,2.70403630059865e-15,28.4305538903751
"227240_at",1.08215083333333,6.55244141666667,9.84327025332476,4.02188018782387e-17,2.77390537107207e-15,28.4032514984111
"205498_at",-1.85500816666667,7.09088008333333,-9.84320878281245,4.02324089485167e-17,2.77390537107207e-15,28.4029180570028
"218039_at",1.68029033333333,7.54037083333333,9.83732484960587,4.15563761717068e-17,2.86047225212068e-15,28.371002102146
"232105_at",1.27669133333333,5.621723,9.8285518957365,4.36116184417923e-17,2.98805167707393e-15,28.3234187826702
"210090_at",-1.3431195,6.71104141666667,-9.82418125994088,4.46730901269583e-17,3.05694768797427e-15,28.2997145824982
"221133_s_at",-2.8955285,8.41321841666667,-9.82056785429109,4.55701063944453e-17,3.11230363313703e-15,28.2801180079318
"204078_at",1.03538833333333,7.48613,9.82046504995421,4.55958886171516e-17,3.11230363313703e-15,28.2795604797427
"224839_s_at",1.38375883333333,6.70758375,9.81712393582734,4.64417786001967e-17,3.16214725400467e-15,28.26144127117
"205819_at",-1.95907283333333,9.34679708333333,-9.81475800608743,4.70502329836417e-17,3.19959140345847e-15,28.2486109557717
"218755_at",1.68324733333333,6.24024316666667,9.81374504917711,4.73131656036656e-17,3.21347494332971e-15,28.243117835783
"206010_at",1.8988605,6.56567208333333,9.81047139891296,4.81729772841904e-17,3.26376398142889e-15,28.2253656835094
"205019_s_at",-1.89739266666667,9.29934266666667,-9.80830265143223,4.87511629169228e-17,3.29884880257766e-15,28.2136054543758
"219243_at",-1.315391,9.3659005,-9.80670838728033,4.91806054019869e-17,3.31969086463411e-15,28.2049605777412
"205495_s_at",-1.73607133333333,7.78883083333333,-9.80459239961331,4.9756421094626e-17,3.35441716812414e-15,28.1934868782065
"219195_at",-1.23813266666667,6.60301,-9.80429061298301,4.98390917133269e-17,3.35585263476126e-15,28.1918504950572
"225655_at",1.87243116666667,6.76621541666667,9.80288534627043,5.02258562349256e-17,3.37773516561446e-15,28.1842307579511
"219167_at",-1.13247366666667,8.23904216666667,-9.79055714062728,5.37499365073712e-17,3.60586230495769e-15,28.1173885827367
