"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Protein Localization To Endosome (GO:0036010)","1/10",0.189197070707358,0.416479266037626,0,0,5.25389157273215,8.74755138796237,"NELL1"
"Receptor-Mediated Endocytosis Of Virus By Host Cell (GO:0019065)","1/10",0.189197070707358,0.416479266037626,0,0,5.25389157273215,8.74755138796237,"DPP4"
"Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042984)","1/10",0.189197070707358,0.416479266037626,0,0,5.25389157273215,8.74755138796237,"BACE2"
"Regulation Of Cardiac Muscle Cell Apoptotic Process (GO:0010665)","1/10",0.189197070707358,0.416479266037626,0,0,5.25389157273215,8.74755138796237,"MDK"
"Dephosphorylation (GO:0016311)","5/147",0.190917534316005,0.419387725789485,0,0,1.66978701477156,2.76502319664329,"PLPP5;PLPP4;PLPP2;SGPP2;PSPH"
"Regulation Of Wnt Signaling Pathway (GO:0030111)","4/109",0.190930695221762,0.419387725789485,0,0,1.80558452091299,2.98976768398519,"SFRP4;DEPDC1B;SFRP2;SULF1"
"Regulation Of Rho Protein Signal Transduction (GO:0035023)","3/73",0.19332702906851,0.42226756091566,0,0,2.02999306518724,3.33603391152515,"NELL1;COL3A1;F2RL1"
"Regulation Of Mitotic Spindle Organization (GO:0060236)","2/39",0.193720258731761,0.42226756091566,0,0,2.55847130423402,4.19932161247882,"TPX2;STIL"
"Carboxylic Acid Transmembrane Transport (GO:1905039)","2/39",0.193720258731761,0.42226756091566,0,0,2.55847130423402,4.19932161247882,"SLC16A7;SLC7A11"
"Vitamin Transport (GO:0051180)","2/39",0.193720258731761,0.42226756091566,0,0,2.55847130423402,4.19932161247882,"TCN1;SLC2A1"
"Negative Regulation Of Transport (GO:0051051)","2/39",0.193720258731761,0.42226756091566,0,0,2.55847130423402,4.19932161247882,"SFRP4;EGF"
"Odontogenesis (GO:0042476)","2/39",0.193720258731761,0.42226756091566,0,0,2.55847130423402,4.19932161247882,"COL1A1;COL1A2"
"Positive Regulation Of ATP-dependent Activity (GO:0032781)","2/39",0.193720258731761,0.42226756091566,0,0,2.55847130423402,4.19932161247882,"VMP1;UHRF1"
"Regulation Of Cell Growth (GO:0001558)","7/227",0.193902606634821,0.42226756091566,0,0,1.51019385026738,2.47732089502279,"CEACAM1;SFRP2;CDKN2A;KIF14;TNC;PAK6;ENO1"
"T Cell Activation (GO:0042110)","4/111",0.199400487687143,0.423725232834342,0,0,1.77165336425859,2.85668470758623,"DPP4;MDK;F2RL1;SOX4"
"Positive Regulation Of Wound Healing (GO:0090303)","2/40",0.201294833312273,0.423725232834342,0,0,2.49101567478017,3.9930597980907,"FERMT1;CLDN3"
"Negative Regulation Of Phosphorylation (GO:0042326)","3/75",0.203967846432251,0.423725232834342,0,0,1.97340210355987,3.13730067891389,"CDKN2A;IGFBP3;SORD"
"Negative Regulation Of Intracellular Signal Transduction (GO:1902532)","7/231",0.205468602884181,0.423725232834342,0,0,1.48291973039216,2.34666418280568,"DEPTOR;CILP;TSPAN6;SORD;TRIM59;MMP9;CIT"
"Regulation Of Epithelial Cell Apoptotic Process (GO:1904035)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"MDK"
"Actin Crosslink Formation (GO:0051764)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"BAIAP2L1"
"Regulation Of Keratinocyte Migration (GO:0051547)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"MMP9"
"Regulation Of Lipid Kinase Activity (GO:0043550)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"EEF1A2"
"Regulation Of Mesenchymal Cell Proliferation (GO:0010464)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"SOX9"
"Aspartate Family Amino Acid Catabolic Process (GO:0009068)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"CRYM"
"Regulation Of Pseudopodium Assembly (GO:0031272)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"F2RL1"
"Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070302)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"GREM1"
"Cellular Response To Superoxide (GO:0071451)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"NQO1"
"Central Nervous System Myelination (GO:0022010)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"TENM4"
"Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"DSP"
"Respiratory Chain Complex III Assembly (GO:0017062)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"UQCC2"
"Response To X-ray (GO:0010165)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"DEPDC1B"
"Cochlea Morphogenesis (GO:0090103)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"SOX9"
"Skeletal Muscle Fiber Development (GO:0048741)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"SIX1"
"Epithelial Cell-Cell Adhesion (GO:0090136)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"DSP"
"Exit From Mitosis (GO:0010458)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"UBE2C"
"Tetrahydrofolate Metabolic Process (GO:0046653)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"TYMS"
"Ganglion Development (GO:0061548)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"NELL1"
"Heterocycle Biosynthetic Process (GO:0018130)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"PYCR1"
"Histone H2A Ubiquitination (GO:0033522)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"DEPDC1B"
"Intestinal Absorption (GO:0050892)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"SLC2A5"
"Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"PDK1"
"Lipoprotein Transport (GO:0042953)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"VMP1"
"Lysosomal Membrane Organization (GO:0097212)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"LAPTM4B"
"Maintenance Of Protein Localization In Endoplasmic Reticulum (GO:0035437)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"KDELR3"
"Mitochondrial Respiratory Chain Complex III Assembly (GO:0034551)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"UQCC2"
"Negative Regulation Of Bone Remodeling (GO:0046851)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"GREM1"
"Negative Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070885)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"FHL2"
"Negative Regulation Of Calcineurin-Mediated Signaling (GO:0106057)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"FHL2"
"Negative Regulation Of Cell Division (GO:0051782)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"E2F8"
"Negative Regulation Of Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:1902548)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"SORD"
"Negative Regulation Of Fibrinolysis (GO:0051918)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"PLAU"
"Negative Regulation Of Leukocyte Chemotaxis (GO:0002689)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"GREM1"
"Negative Regulation Of Myotube Differentiation (GO:0010832)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"CEACAM5"
"Negative Regulation Of Potassium Ion Transmembrane Transport (GO:1901380)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"STK39"
"Negative Regulation Of Vascular Permeability (GO:0043116)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"CEACAM1"
"Neurotransmitter Uptake (GO:0001504)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"SLC1A7"
"Nucleoside Phosphate Biosynthetic Process (GO:1901293)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"AK4"
"Nucleoside Phosphate Catabolic Process (GO:1901292)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"ENPP3"
"Nucleotide-Binding Oligomerization Domain Containing Signaling Pathway (GO:0070423)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"INAVA"
"Phospholipid Efflux (GO:0033700)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"ABCA12"
"Podocyte Differentiation (GO:0072112)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"CD24"
"Polyamine Metabolic Process (GO:0006595)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"AOC1"
"Positive Regulation Of Myelination (GO:0031643)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"TENM4"
"Positive Regulation Of Protein Maturation (GO:1903319)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"SOX4"
"Positive Regulation Of Pseudopodium Assembly (GO:0031274)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"F2RL1"
"Purine Ribonucleoside Monophosphate Biosynthetic Process (GO:0009168)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"PAICS"
"Purine Ribonucleoside Monophosphate Metabolic Process (GO:0009167)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"AK4"
"Regulation Of Actin Filament Depolymerization (GO:0030834)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"F2RL1"
"Regulation Of Cell Cycle Checkpoint (GO:1901976)","1/11",0.206029624028104,0.423725232834342,0,0,4.72826086956522,7.46940067215149,"DEPDC1B"
"Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)","7/232",0.208400665401215,0.426187020659751,0,0,1.47625272331155,2.31519648182086,"ECM1;UNC5CL;TSPAN6;F2RL1;TRIM59;ECT2;INAVA"
"Regulation Of Microtubule-Based Process (GO:0032886)","2/41",0.208902880824863,0.426187020659751,0,0,2.42701930837524,3.80043512000968,"AURKA;MCM2"
"Carbohydrate Catabolic Process (GO:0016052)","2/41",0.208902880824863,0.426187020659751,0,0,2.42701930837524,3.80043512000968,"HKDC1;ENO1"
"Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199)","2/41",0.208902880824863,0.426187020659751,0,0,2.42701930837524,3.80043512000968,"BIK;MMP9"
"Cellular Response To Retinoic Acid (GO:0071300)","2/41",0.208902880824863,0.426187020659751,0,0,2.42701930837524,3.80043512000968,"TESC;SOX9"
"Stem Cell Differentiation (GO:0048863)","2/41",0.208902880824863,0.426187020659751,0,0,2.42701930837524,3.80043512000968,"EPCAM;HMGA2"
"Negative Regulation Of Proteolysis (GO:0045861)","2/41",0.208902880824863,0.426187020659751,0,0,2.42701930837524,3.80043512000968,"ECM1;CST4"
"Non-Canonical Wnt Signaling Pathway (GO:0035567)","2/41",0.208902880824863,0.426187020659751,0,0,2.42701930837524,3.80043512000968,"SFRP4;SFRP2"
"Wnt Signaling Pathway (GO:0016055)","3/76",0.209338405850705,0.426220538038373,0,0,1.94626945072483,3.04358233614301,"SFRP4;SFRP2;CD24"
"Positive Regulation Of Interleukin-6 Production (GO:0032755)","3/76",0.209338405850705,0.426220538038373,0,0,1.94626945072483,3.04358233614301,"POU2AF1;F2RL1;INAVA"
"Regulation Of Immune Response (GO:0050776)","3/77",0.214740058607545,0.428997692018115,0,0,1.91987011283128,2.95338805420141,"COL3A1;SPINK5;CXCL13"
"Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)","3/77",0.214740058607545,0.428997692018115,0,0,1.91987011283128,2.95338805420141,"SPINK5;THBS2;SULF1"
"DNA Integrity Checkpoint Signaling (GO:0031570)","2/42",0.216539765055664,0.428997692018115,0,0,2.36622276029056,3.62027604506451,"CHEK1;CDC6"
"DNA Recombination (GO:0006310)","2/42",0.216539765055664,0.428997692018115,0,0,2.36622276029056,3.62027604506451,"RMI2;HMGB3"
"Amino Acid Transmembrane Transport (GO:0003333)","2/42",0.216539765055664,0.428997692018115,0,0,2.36622276029056,3.62027604506451,"SFXN1;SLC7A11"
"Determination Of Heart Left/Right Asymmetry (GO:0061371)","2/42",0.216539765055664,0.428997692018115,0,0,2.36622276029056,3.62027604506451,"MESP1;STIL"
"Embryonic Heart Tube Morphogenesis (GO:0003143)","2/42",0.216539765055664,0.428997692018115,0,0,2.36622276029056,3.62027604506451,"MESP1;STIL"
"Skeletal Muscle Tissue Development (GO:0007519)","2/42",0.216539765055664,0.428997692018115,0,0,2.36622276029056,3.62027604506451,"SIX4;SIX1"
"Keratinocyte Differentiation (GO:0030216)","2/42",0.216539765055664,0.428997692018115,0,0,2.36622276029056,3.62027604506451,"DSP;ST14"
"Modulation By Host Of Symbiont Process (GO:0051851)","2/42",0.216539765055664,0.428997692018115,0,0,2.36622276029056,3.62027604506451,"ST6GALNAC1;HMGA2"
"Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427)","2/42",0.216539765055664,0.428997692018115,0,0,2.36622276029056,3.62027604506451,"CEMIP;THY1"
"Positive Regulation Of Neuron Differentiation (GO:0045666)","2/42",0.216539765055664,0.428997692018115,0,0,2.36622276029056,3.62027604506451,"PCP4;ECT2"
"Cellular Response To Growth Factor Stimulus (GO:0071363)","5/155",0.220237279739204,0.428997692018115,0,0,1.58008130081301,2.39074164809962,"NELL1;IBSP;SOX9;ADAMTS12;RUNX2"
"Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000341)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"F2RL1"
"Regulation Of Chromosome Separation (GO:1905818)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"NCAPG"
"DNA Strand Elongation (GO:0022616)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"MCM4"
"DNA Strand Elongation Involved In DNA Replication (GO:0006271)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"MCM4"
"Alanine Transport (GO:0032328)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SLC1A4"
"Base-Excision Repair, Gap-Filling (GO:0006287)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"FEN1"
"Cardiac Right Ventricle Morphogenesis (GO:0003215)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SOX4"
"Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048385)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"EZH2"
"Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904152)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"DERL3"
"Cellular Component Maintenance (GO:0043954)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"CLDN3"
"Response To Iron Ion (GO:0010039)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"TFAP2A"
"Dendrite Self-Avoidance (GO:0070593)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"IGSF9"
"Response To Muramyl Dipeptide (GO:0032495)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"INAVA"
"Endothelium Development (GO:0003158)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"MESP1"
"Epithelial Cell Morphogenesis (GO:0003382)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"CLDN3"
"Spinal Cord Development (GO:0021510)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SOX4"
"Steroid Catabolic Process (GO:0006706)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SPP1"
"Fatty Acid Transmembrane Transport (GO:1902001)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SLC2A1"
"Fibrinolysis (GO:0042730)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"PLAU"
"Glucose Import (GO:0046323)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SLC2A1"
"Granulocyte Activation (GO:0036230)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"F2RL1"
"Lipid Droplet Formation (GO:0140042)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SMIM22"
"Lipoprotein Localization (GO:0044872)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"VMP1"
"Mesoderm Morphogenesis (GO:0048332)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"MESP1"
"Negative Regulation By Host Of Viral Transcription (GO:0043922)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"HMGA2"
"Negative Regulation Of Cell Cycle Phase Transition (GO:1901988)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SOX2"
"Negative Regulation Of Complement Activation (GO:0045916)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SUSD4"
"Negative Regulation Of Hippo Signaling (GO:0035331)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"CIT"
"Negative Regulation Of Locomotion (GO:0040013)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"FRMD5"
"Negative Regulation Of Mononuclear Cell Migration (GO:0071676)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"GREM1"
"Negative Regulation Of Potassium Ion Transport (GO:0043267)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"STK39"
"Nucleotide Metabolic Process (GO:0009117)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"ENPP3"
"Oligosaccharide-Lipid Intermediate Biosynthetic Process (GO:0006490)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SRD5A3"
"Phospholipid Homeostasis (GO:0055091)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"TLCD1"
"Polysaccharide Biosynthetic Process (GO:0000271)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"FUT9"
"Positive Regulation By Symbiont Of Entry Into Host (GO:0075294)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"TMPRSS4"
"Positive Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002888)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"F2RL1"
"Positive Regulation Of Neuron Migration (GO:2001224)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"MDK"
"Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SLC5A3"
"Positive Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000651)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"TESC"
"Positive Regulation Of Vascular Endothelial Cell Proliferation (GO:1905564)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"MDK"
"Positive Regulation Of Viral Entry Into Host Cell (GO:0046598)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"TMPRSS4"
"Quaternary Ammonium Group Transport (GO:0015697)","1/12",0.222513552152955,0.428997692018115,0,0,4.29819938515591,6.45919335886096,"SLC44A5"
"Regulation Of Chromosome Organization (GO:0033044)","2/43",0.224201026916431,0.430618402972635,0,0,2.3083918974783,3.45153569978035,"RMI2;BUB1"
"Energy Derivation By Oxidation Of Organic Compounds (GO:0015980)","2/43",0.224201026916431,0.430618402972635,0,0,2.3083918974783,3.45153569978035,"ADGRF1;GFPT1"
"Intracellular Glucose Homeostasis (GO:0001678)","2/43",0.224201026916431,0.430618402972635,0,0,2.3083918974783,3.45153569978035,"HKDC1;SOX4"
"Lysosome Organization (GO:0007040)","2/43",0.224201026916431,0.430618402972635,0,0,2.3083918974783,3.45153569978035,"HOOK1;ATP10B"
"Cellular Response To Oxidative Stress (GO:0034599)","4/117",0.225448259318395,0.432545600451092,0,0,1.67706651163792,2.49826660595735,"NQO1;GPX8;PYCR1;MMP9"
"Positive Regulation Of Cytoskeleton Organization (GO:0051495)","3/79",0.225629735535206,0.432545600451092,0,0,1.86915559529893,2.78291092782915,"STIL;BAIAP2L1;F2RL1"
"Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)","4/118",0.229873324808515,0.44026585937902,0,0,1.66227003030691,2.44391408617029,"ARHGEF19;ECT2;FOXM1;NGEF"
"Glycoprotein Biosynthetic Process (GO:0009101)","3/80",0.231114355287338,0.441618688263742,0,0,1.84478628167949,2.70232161893567,"ST6GALNAC1;FUT9;FUT2"
"Regulation Of Transport (GO:0051049)","2/44",0.231882379088337,0.441618688263742,0,0,2.25331488527614,3.2932760885498,"NELL1;CLDN3"
"Regulation Of Viral Entry Into Host Cell (GO:0046596)","2/44",0.231882379088337,0.441618688263742,0,0,2.25331488527614,3.2932760885498,"LRRC15;TMPRSS4"
"Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)","2/44",0.231882379088337,0.441618688263742,0,0,2.25331488527614,3.2932760885498,"MDK;THY1"
"Regulation Of DNA Recombination (GO:0000018)","2/44",0.231882379088337,0.441618688263742,0,0,2.25331488527614,3.2932760885498,"FIGNL1;CHEK1"
"Regulation Of Cell-Substrate Adhesion (GO:0010810)","2/44",0.231882379088337,0.441618688263742,0,0,2.25331488527614,3.2932760885498,"AGR2;THY1"
"Regulation Of Inflammatory Response (GO:0050727)","7/240",0.232401290140553,0.442192913139275,0,0,1.42497685769587,2.07945405493656,"MDK;TNC;CCN4;ENPP3;ADAMTS12;SMPDL3B;MMP9"
"Positive Regulation Of Angiogenesis (GO:0045766)","4/119",0.234319965770133,0.442503575943204,0,0,1.647730879086,2.39096909408139,"ECM1;SFRP2;MDK;HMGA2"
"Activation Of Protein Kinase Activity (GO:0032147)","3/81",0.236623260845765,0.442503575943204,0,0,1.82104182225541,2.62464211900039,"TPX2;KIF14;ECT2"
"ERBB2 Signaling Pathway (GO:0038128)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"EGF"
"Regulation Of Gastrulation (GO:0010470)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"TENM4"
"Regulation Of Immune Effector Process (GO:0002697)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"SUSD4"
"Cardiac Left Ventricle Morphogenesis (GO:0003214)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"SFRP2"
"Response To Chemokine (GO:1990868)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"STK39"
"Cranial Nerve Development (GO:0021545)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"TFAP2A"
"Endothelial Cell Differentiation (GO:0045446)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"MESP1"
"Eye Photoreceptor Cell Development (GO:0042462)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"THY1"
"Thymus Development (GO:0048538)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"SIX1"
"Glutamine Metabolic Process (GO:0006541)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"LGSN"
"Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"CD24"
"Mature B Cell Differentiation Involved In Immune Response (GO:0002313)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"POU2AF1"
"Membrane Protein Intracellular Domain Proteolysis (GO:0031293)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"MMP7"
"Negative Regulation Of T Cell Differentiation (GO:0045581)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"MDK"
"Negative Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040037)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"SULF1"
"Negative Regulation Of Secretion (GO:0051048)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"EGF"
"Positive Regulation Of T Cell Receptor Signaling Pathway (GO:0050862)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"KCNN4"
"Positive Regulation Of Brown Fat Cell Differentiation (GO:0090336)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"SIX1"
"Positive Regulation Of Keratinocyte Differentiation (GO:0045618)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"ETV4"
"Positive Regulation Of Leukocyte Degranulation (GO:0043302)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"F2RL1"
"Positive Regulation Of Macrophage Chemotaxis (GO:0010759)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"MDK"
"Positive Regulation Of Superoxide Anion Generation (GO:0032930)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"F2RL1"
"Potassium Ion Export Across Plasma Membrane (GO:0097623)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"KCNK5"
"Regulation Of ERBB Signaling Pathway (GO:1901184)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"CEACAM1"
"Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000479)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"PKIB"
"Regulation Of Cell Projection Organization (GO:0031344)","1/13",0.238656058411846,0.442503575943204,0,0,3.93981481481481,5.64469816699675,"PROM2"
"Chromosome Organization (GO:0051276)","2/45",0.239579700834331,0.443407744765268,0,0,2.20079959457177,3.14465461826092,"TOP2A;NUF2"
"Hexose Metabolic Process (GO:0019318)","2/45",0.239579700834331,0.443407744765268,0,0,2.20079959457177,3.14465461826092,"HKDC1;SORD"
